date,next_date,crop,district,apmc,modal_price_kg,min_price_kg,max_price_kg,spread,arrival_mt,lag_1_modal,lag_2_modal,rolling_3_modal,momentum,arrival_shock,month_sin,month_cos,target_next_modal_kg
2014-12,2015-01,Jowar,Buldhana,Sangrampur,11.88,10.21,13.61,0.2862,42.6,10.83,10.26,10.99,0.081,1.7949,-0.0,1.0,11.92
2014-12,2015-01,Jowar,Nagpur,Savner,12.25,11.58,12.92,0.1094,24.5,13.7,11.25,12.4,-0.0121,2.5345,-0.0,1.0,12.58
2014-12,2015-01,Jowar,Nandurbar,Taloda,15.83,15.05,16.91,0.1175,515.1,17.55,17.0,16.7933,-0.0574,1.7705,-0.0,1.0,15.18
2014-12,2015-01,Onion,Nasik,Kalvan,14.83,4.0,18.17,0.9555,5470.0,15.04,14.45,14.7733,0.0038,0.8972,-0.0,1.0,11.93
2014-12,2015-01,Onion,Pune,Pune-Manjri,5.22,4.0,12.94,1.7126,4.1,3.57,6.5,5.0967,0.0242,1.7083,-0.0,1.0,4.0
2014-12,2015-01,Rice,Nagpur,Ramtek,17.27,16.87,17.7,0.0481,3188.6,16.29,16.0,16.52,0.0454,2.6229,-0.0,1.0,22.7
2014-12,2016-11,Rice,Sangli,Shirala,13.9,13.6,14.2,0.0432,25.0,14.0,14.5,14.1333,-0.0165,0.941,-0.0,1.0,18.75
2014-12,2015-01,Soybean,Akola,Akola,30.99,29.79,32.27,0.08,6439.1,31.65,29.1,30.58,0.0134,0.8304,-0.0,1.0,31.41
2014-12,2015-01,Soybean,Wardha,Arvi,30.39,27.43,33.36,0.1951,591.8,31.23,30.63,30.75,-0.0117,0.8751,-0.0,1.0,30.84
2014-12,2015-01,Soybean,Yewatmal,Babhulgaon,30.41,27.79,32.66,0.1601,811.0,31.17,29.56,30.38,0.001,0.6956,-0.0,1.0,31.17
2014-12,2015-01,Soybean,Solapur,Barshi,32.71,31.25,33.5,0.0688,66.9,32.36,30.45,31.84,0.0273,0.3532,-0.0,1.0,33.0
2014-12,2015-01,Soybean,Hingoli,Basmat,32.26,32.03,32.46,0.0133,48.3,33.04,30.92,32.0733,0.0058,0.2985,-0.0,1.0,32.44
2014-12,2015-01,Soybean,Nagpur,Bhiwapur,31.21,30.0,32.43,0.0779,56.0,32.06,29.7,30.99,0.0071,0.6313,-0.0,1.0,32.0
2014-12,2015-01,Soybean,Jalna,Bhokardan,31.66,31.41,31.81,0.0126,102.5,32.01,28.68,30.7833,0.0285,0.4707,-0.0,1.0,32.17
2014-12,2015-01,Soybean,Jalna,Bhokardan-Pimpalgaon Renu,31.89,31.63,32.1,0.0147,74.6,32.45,28.73,31.0233,0.0279,1.4714,-0.0,1.0,32.2
2014-12,2015-01,Soybean,Chandrapur,Chandrapur,30.23,27.82,32.13,0.1426,917.5,31.83,30.45,30.8367,-0.0197,0.9796,-0.0,1.0,30.59
2014-12,2015-01,Soybean,Amaravathi,Chandur Bajar,31.88,28.51,33.88,0.1684,733.2,32.17,30.75,31.6,0.0089,0.7231,-0.0,1.0,32.68
2014-12,2015-01,Soybean,Yewatmal,Darwha,31.3,30.98,31.63,0.0208,13.9,31.24,29.15,30.5633,0.0241,0.2494,-0.0,1.0,30.0
2014-12,2015-01,Soybean,Jalna,Ghansawangi,31.9,30.8,32.6,0.0564,125.7,32.38,29.5,31.26,0.0205,0.7732,-0.0,1.0,32.0
2014-12,2015-01,Soybean,Jalgaon,Jalgaon,32.58,32.5,32.58,0.0025,30.7,32.88,30.42,31.96,0.0194,1.2313,-0.0,1.0,33.75
2014-12,2015-10,Soybean,Yewatmal,Kalamb (Yawatmal),30.98,29.95,32.29,0.0755,138.1,31.46,30.8,31.08,-0.0032,0.629,-0.0,1.0,32.81
2014-12,2015-01,Soybean,Nagpur,Kalmeshwar,31.81,29.42,32.52,0.0975,178.8,32.56,31.36,31.91,-0.0031,0.9243,-0.0,1.0,31.45
2014-12,2015-01,Soybean,Nasik,Kalvan,32.4,31.84,32.83,0.0306,52.0,33.14,18.0,27.8467,0.1635,1.1712,-0.0,1.0,33.18
2014-12,2015-01,Soybean,Nagpur,Katol,31.65,29.6,33.15,0.1122,1082.4,30.96,29.83,30.8133,0.0272,1.5899,-0.0,1.0,32.07
2014-12,2015-02,Soybean,Chandrapur,Korpana,30.75,30.25,31.25,0.0325,46.0,31.11,29.99,30.6167,0.0044,0.2062,-0.0,1.0,29.0
2014-12,2015-01,Soybean,Osmanabad,Murum,32.12,31.96,32.27,0.0097,8.1,33.07,31.47,32.22,-0.0031,0.7642,-0.0,1.0,32.31
2014-12,2015-01,Soybean,Nanded,Nanded,32.36,32.25,32.44,0.0059,570.7,32.87,33.3,32.8433,-0.0147,1.2524,-0.0,1.0,32.68
2014-12,2015-09,Soybean,Nasik,Nandgaon,34.2,34.2,34.3,0.0029,1.9,33.55,33.55,33.875,0.0096,1.027,-0.0,1.0,33.5
2014-12,2015-02,Soybean,Amaravathi,Nandgaon Khandeshwar,31.75,31.0,32.5,0.0472,123.0,29.85,29.85,30.8,0.0308,0.471,-0.0,1.0,31.24
2014-12,2015-01,Soybean,Osmanabad,Osmanabad,31.37,29.4,32.94,0.1128,55.6,31.77,28.65,30.5967,0.0253,0.8784,-0.0,1.0,31.53
2014-12,2015-01,Soybean,Yewatmal,Pandharkawada,31.06,28.89,31.66,0.0892,224.8,30.88,30.9,30.9467,0.0037,0.631,-0.0,1.0,31.15
2014-12,2016-11,Soybean,Nagpur,Parshiwani,30.5,28.01,31.91,0.1279,6.0,30.75,30.75,30.625,-0.0041,0.6122,-0.0,1.0,26.75
2014-12,2015-01,Soybean,Parbhani,Pathari,31.12,29.79,31.74,0.0627,63.1,31.92,26.08,29.7067,0.0476,0.1806,-0.0,1.0,26.75
2014-12,2015-01,Soybean,Wardha,Pulgaon,31.85,29.37,32.52,0.0989,187.6,32.18,30.51,31.5133,0.0107,1.3236,-0.0,1.0,31.65
2014-12,2015-01,Soybean,Yewatmal,Pusad,31.96,30.39,32.65,0.0707,239.0,32.96,31.05,31.99,-0.0009,0.504,-0.0,1.0,32.85
2014-12,2015-01,Soybean,Nagpur,Ramtek,28.72,28.01,29.43,0.0494,1.6,29.21,28.32,28.75,-0.001,0.2078,-0.0,1.0,29.62
2014-12,2015-01,Soybean,Parbhani,Sailu,32.55,31.45,32.78,0.0409,153.8,32.87,30.9,32.1067,0.0138,0.4208,-0.0,1.0,33.08
2014-12,2015-01,Soybean,Buldhana,Sangrampur,29.75,25.33,31.43,0.205,231.4,29.6,27.0,28.7833,0.0336,1.7477,-0.0,1.0,29.45
2014-12,2015-01,Soybean,Nandurbar,Shahada,32.55,29.65,33.2,0.1091,132.5,32.31,30.26,31.7067,0.0266,0.5304,-0.0,1.0,32.99
2014-12,2015-10,Soybean,Ahmadnagar,Shevgaon,31.13,31.13,31.13,0.0,1.9,30.5,29.67,30.4333,0.0229,0.6552,-0.0,1.0,33.17
2014-12,2016-11,Soybean,Sangli,Shirala,34.5,34.0,35.0,0.029,16.0,29.33,32.0,31.9433,0.08,0.3483,-0.0,1.0,28.5
2014-12,2015-02,Soybean,Pune,Shirur,31.0,31.0,31.0,0.0,0.8,31.0,29.0,30.3333,0.022,1.3333,-0.0,1.0,30.0
2014-12,2015-01,Soybean,Wardha,Sindi,31.71,29.73,34.08,0.1372,116.4,31.46,30.67,31.28,0.0137,0.6066,-0.0,1.0,31.52
2014-12,2015-10,Soybean,Solapur,Solapur,32.74,32.74,32.79,0.0015,1.2,33.64,31.36,32.58,0.0049,0.1469,-0.0,1.0,37.34
2014-12,2015-01,Soybean,Satara,Vaduj,32.33,31.44,33.22,0.0551,20.0,32.11,30.75,31.73,0.0189,0.9375,-0.0,1.0,33.29
2014-12,2015-01,Soybean,Aurangabad,Vaijapur,25.76,23.7,25.76,0.08,1.0,31.67,28.24,28.5567,-0.0979,0.7317,-0.0,1.0,28.88
2014-12,2015-10,Soybean,Nasik,Yeola,31.81,31.26,31.99,0.0229,0.5,33.14,31.45,32.1333,-0.0101,0.4688,-0.0,1.0,38.38
2014-12,2015-01,Bajra,Jalna,Ambad(Vadi Godri),13.95,12.29,16.06,0.2703,163.7,14.18,14.18,14.065,-0.0082,0.9873,-0.0,1.0,14.13
2014-12,2015-01,Bajra,Aurangabad,Aurangabad,14.11,13.07,15.16,0.1481,86.8,13.82,13.82,13.965,0.0104,0.5818,-0.0,1.0,14.0
2014-12,2015-01,Bajra,Pune,Dound,14.58,12.91,16.39,0.2387,66.2,14.83,14.83,14.705,-0.0085,1.5485,-0.0,1.0,15.34
2014-12,2015-01,Bajra,Pune,Indapur-Bhigwan,14.75,13.5,17.5,0.2712,20.2,15.91,15.91,15.33,-0.0378,0.3033,-0.0,1.0,15.51
2014-12,2015-01,Bajra,Wasim,Karanja,15.19,15.19,15.26,0.0046,2.6,16.0,16.0,15.595,-0.026,0.8966,-0.0,1.0,15.71
2014-12,2015-05,Bajra,Jalna,Mantha,14.75,14.75,14.75,0.0,0.9,15.25,15.25,15.0,-0.0167,1.125,-0.0,1.0,12.0
2014-12,2015-02,Bajra,Aurangabad,Paithan,14.2,13.4,14.74,0.0944,21.8,14.68,14.68,14.44,-0.0166,0.5932,-0.0,1.0,0.01
2014-12,2015-01,Bajra,Jalna,Partur,13.36,12.0,13.36,0.1018,0.7,14.2,14.2,13.78,-0.0305,0.0431,-0.0,1.0,13.02
2014-12,2015-01,Bajra,Buldhana,Shegaon,12.59,12.48,12.7,0.0175,4.6,12.2,12.2,12.395,0.0157,0.9293,-0.0,1.0,13.32
2014-12,2015-01,Bajra,Nandurbar,Taloda,13.87,13.4,14.48,0.0779,6.0,12.25,12.25,13.06,0.062,1.7143,-0.0,1.0,13.7
2014-12,2015-01,Cotton,Gadchiroli,Aheri,39.86,39.86,39.86,0.0,560.8,40.0,40.0,39.93,-0.0018,1.8082,-0.0,1.0,40.0
2014-12,2015-01,Cotton,Hingoli,Akhadabalapur,40.69,40.0,41.38,0.0339,270.6,40.7,40.7,40.695,-0.0001,1.5838,-0.0,1.0,40.77
2014-12,2015-01,Cotton,Aurangabad,Aurangabad,39.76,39.2,40.17,0.0244,3418.1,39.95,39.95,39.855,-0.0024,1.6271,-0.0,1.0,38.98
2014-12,2015-01,Cotton,Hingoli,Basmat,40.17,40.0,40.28,0.007,633.1,40.5,40.5,40.335,-0.0041,1.0566,-0.0,1.0,39.5
2014-12,2015-01,Cotton,Jalna,Bhokardan,40.0,39.01,40.5,0.0373,6795.7,39.54,39.54,39.77,0.0058,1.394,-0.0,1.0,39.77
2014-12,2015-01,Cotton,Amaravathi,Chandur Rly.,40.43,40.33,40.53,0.0049,925.9,39.5,39.5,39.965,0.0116,1.9803,-0.0,1.0,39.77
2014-12,2015-04,Cotton,Chandrapur,Chimur,39.89,39.4,40.4,0.0251,70.8,41.32,41.32,40.605,-0.0176,1.2575,-0.0,1.0,40.0
2014-12,2015-02,Cotton,Amaravathi,Dhamangaon-Rly,40.36,40.19,40.6,0.0102,828.4,39.83,39.83,40.095,0.0066,1.1873,-0.0,1.0,39.5
2014-12,2015-01,Cotton,Yewatmal,Digras,39.63,38.89,40.38,0.0376,1845.6,31.25,31.25,35.44,0.1182,1.8208,-0.0,1.0,39.36
2014-12,2015-01,Cotton,Dhule,Dondaicha,40.45,40.25,40.5,0.0062,1171.9,40.5,40.5,40.475,-0.0006,1.4784,-0.0,1.0,40.3
2014-12,2015-01,Cotton,Aurangabad,Gangapur,39.75,39.75,39.78,0.0008,1660.8,40.26,40.26,40.005,-0.0064,1.3909,-0.0,1.0,39.4
2014-12,2015-11,Cotton,Nanded,Hadgaon,39.15,39.15,40.03,0.0225,2112.8,40.13,40.13,39.64,-0.0124,1.1287,-0.0,1.0,41.15
2014-12,2015-01,Cotton,Jalna,Jafrabad,39.5,38.29,40.07,0.0451,1605.6,39.43,39.43,39.465,0.0009,1.6003,-0.0,1.0,38.37
2014-12,2015-01,Cotton,Jalgaon,Jalgaon,40.5,40.5,40.5,0.0,2302.9,40.25,40.25,40.375,0.0031,1.1875,-0.0,1.0,40.0
2014-12,2015-01,Cotton,Jalna,Jalna,41.9,39.94,41.93,0.0475,7219.0,35.02,35.02,38.46,0.0894,1.8177,-0.0,1.0,39.47
2014-12,2015-01,Cotton,Jalna,Jalna-Badnapur,40.38,40.34,40.46,0.003,4686.1,40.5,40.5,40.44,-0.0015,1.9865,-0.0,1.0,39.5
2014-12,2015-01,Cotton,Ahmadnagar,Jamkhed,39.91,39.5,40.33,0.0208,4419.9,40.0,40.0,39.955,-0.0011,1.9748,-0.0,1.0,38.87
2014-12,2015-01,Cotton,Jalgaon,Jamner,39.0,37.5,40.5,0.0769,1974.5,38.81,38.81,38.905,0.0024,1.7044,-0.0,1.0,38.75
2014-12,2015-01,Cotton,Jalgaon,Jamner-Neri,39.0,37.5,40.5,0.0769,949.9,38.76,38.76,38.88,0.0031,1.6549,-0.0,1.0,38.72
2014-12,2015-01,Cotton,Parbhani,Jintur,39.84,39.39,40.38,0.0248,5812.2,40.0,40.0,39.92,-0.002,1.6712,-0.0,1.0,38.36
2014-12,2015-11,Cotton,Yewatmal,Kalamb (Yawatmal),39.8,38.84,40.55,0.043,2180.4,39.0,39.0,39.4,0.0102,1.8062,-0.0,1.0,40.35
2014-12,2015-01,Cotton,Hingoli,Kalamnuri,42.75,42.5,42.75,0.0058,32.9,41.13,41.13,41.94,0.0193,1.5196,-0.0,1.0,43.0
2014-12,2015-01,Cotton,Nagpur,Kalmeshwar,39.8,39.0,40.23,0.0309,8164.1,39.29,39.29,39.545,0.0064,1.5146,-0.0,1.0,38.77
2014-12,2015-01,Cotton,Wasim,Karanja,40.32,40.31,40.36,0.0012,44.5,40.29,40.29,40.305,0.0004,0.8054,-0.0,1.0,39.66
2014-12,2015-01,Cotton,Nagpur,Katol,39.67,38.9,40.2,0.0328,2216.3,39.12,39.12,39.395,0.007,1.4807,-0.0,1.0,38.27
2014-12,2015-01,Cotton,Buldhana,Khamgaon,40.08,39.66,40.5,0.021,6373.3,40.23,40.23,40.155,-0.0019,1.3833,-0.0,1.0,39.84
2014-12,2015-01,Cotton,Beed,Kille Dharur,39.94,39.54,53.92,0.36,9772.1,39.8,39.8,39.87,0.0018,1.6273,-0.0,1.0,38.69
2014-12,2015-01,Cotton,Chandrapur,Korpana,40.5,40.5,40.5,0.0,1714.0,40.4,40.4,40.45,0.0012,1.2826,-0.0,1.0,39.69
2014-12,2015-09,Cotton,Yewatmal,Mahagaon,39.13,38.5,40.0,0.0383,201.8,38.67,38.67,38.9,0.0059,1.0032,-0.0,1.0,39.5
2014-12,2015-01,Cotton,Jalna,Mantha,39.31,38.67,39.71,0.0265,4640.9,39.17,39.17,39.24,0.0018,1.642,-0.0,1.0,39.0
2014-12,2015-01,Cotton,Nanded,Naigaon,38.51,38.5,39.5,0.026,102.9,40.5,40.5,39.505,-0.0252,0.1915,-0.0,1.0,39.38
2014-12,2015-01,Cotton,Nagpur,Narkhed,33.0,33.0,40.53,0.2282,2500.4,35.58,35.58,34.29,-0.0376,1.1796,-0.0,1.0,35.64
2014-12,2015-01,Cotton,Yewatmal,Pandharkawada,39.47,38.03,39.97,0.0492,4892.1,39.09,39.09,39.28,0.0048,1.4865,-0.0,1.0,38.6
2014-12,2015-01,Cotton,Jalna,Partur,40.13,39.87,40.46,0.0147,7146.1,35.67,35.67,37.9,0.0588,1.3139,-0.0,1.0,39.36
2014-12,2015-01,Cotton,Ahmadnagar,Pathardi,39.0,37.52,40.22,0.0692,883.5,39.14,39.14,39.07,-0.0018,1.817,-0.0,1.0,38.24
2014-12,2015-01,Cotton,Parbhani,Sailu,40.36,39.4,40.44,0.0258,4920.0,40.5,40.5,40.43,-0.0017,1.3762,-0.0,1.0,38.95
2014-12,2015-01,Cotton,Wardha,Samudrapur,40.18,39.74,41.4,0.0413,5775.7,39.51,39.51,39.845,0.0084,1.6844,-0.0,1.0,38.85
2014-12,2015-01,Cotton,Ahmadnagar,Shevgaon,39.95,38.59,40.97,0.0596,14030.3,39.61,39.61,39.78,0.0043,1.62,-0.0,1.0,38.98
2014-12,2015-01,Cotton,Ahmadnagar,Shrigonda-Ghogargaon,40.3,40.26,40.33,0.0017,417.6,40.91,40.91,40.605,-0.0075,1.0393,-0.0,1.0,38.5
2014-12,2015-01,Cotton,Wardha,Sindi (Selu),39.51,39.03,40.75,0.0435,7459.0,39.2,39.2,39.355,0.0039,1.9567,-0.0,1.0,38.48
2014-12,2015-11,Cotton,Parbhani,Sonpeth,39.71,39.25,39.95,0.0176,4304.5,39.66,39.66,39.685,0.0006,1.8359,-0.0,1.0,41.33
2014-12,2015-01,Cotton,Nandurbar,Taloda,38.48,37.9,39.16,0.0327,464.2,38.49,38.49,38.485,-0.0001,0.9736,-0.0,1.0,37.33
2014-12,2015-01,Cotton,Nagpur,Umared,39.32,38.74,39.94,0.0305,1307.2,38.55,38.55,38.935,0.0099,1.3494,-0.0,1.0,37.49
2014-12,2015-01,Cotton,Yewatmal,Umarkhed,39.76,38.71,40.41,0.0428,1320.3,39.31,39.31,39.535,0.0057,1.9077,-0.0,1.0,39.55
2014-12,2015-01,Cotton,Aurangabad,Vaijapur,40.0,39.0,40.5,0.0375,54.7,40.5,40.5,40.25,-0.0062,1.2265,-0.0,1.0,38.95
2014-12,2015-01,Cotton,Amaravathi,Varud,39.6,39.27,40.08,0.0205,1945.0,39.08,39.08,39.34,0.0066,1.8085,-0.0,1.0,37.59
2014-12,2015-10,Cotton,Wardha,Wardha,40.09,39.66,40.66,0.0249,620.0,39.9,39.9,39.995,0.0024,1.4261,-0.0,1.0,42.09
2014-12,2015-01,Cotton,Yewatmal,Zarijamini,40.05,38.89,40.28,0.0347,1937.5,39.45,39.45,39.75,0.0075,1.5798,-0.0,1.0,40.18
2014-12,2015-01,Jowar,Jalna,Ambad(Vadi Godri),14.67,11.7,22.21,0.7164,94.7,15.28,15.28,14.975,-0.0204,1.3376,-0.0,1.0,14.58
2014-12,2015-01,Jowar,Aurangabad,Aurangabad,18.26,16.74,19.98,0.1774,8.6,19.46,19.46,18.86,-0.0318,0.3644,-0.0,1.0,17.75
2014-12,2015-01,Jowar,Amaravathi,Daryapur,12.5,12.0,13.0,0.08,2.4,13.56,13.56,13.03,-0.0407,0.2192,-0.0,1.0,10.66
2014-12,2015-01,Jowar,Yewatmal,Digras,3.1,3.1,13.87,3.4742,41.4,8.97,8.97,6.035,-0.4863,0.9776,-0.0,1.0,1.56
2014-12,2015-01,Jowar,Pune,Dound,21.42,17.43,23.95,0.3044,193.5,24.81,24.81,23.115,-0.0733,1.577,-0.0,1.0,21.3
2014-12,2015-01,Jowar,Pune,Indapur-Bhigwan,21.0,18.0,26.5,0.4048,46.5,24.9,24.9,22.95,-0.085,0.5751,-0.0,1.0,23.0
2014-12,2015-01,Jowar,Jalna,Jafrabad,10.17,9.33,11.0,0.1642,12.5,10.0,10.0,10.085,0.0084,1.4451,-0.0,1.0,10.0
2014-12,2015-01,Jowar,Nagpur,Katol,12.18,12.1,12.34,0.0197,6.3,12.52,12.52,12.35,-0.0138,0.4549,-0.0,1.0,12.74
2014-12,2015-01,Jowar,Buldhana,Mehkar,15.1,10.97,16.85,0.3894,11.2,13.26,13.26,14.18,0.0649,0.624,-0.0,1.0,12.57
2014-12,2015-01,Jowar,Nagpur,Nagpur,18.4,16.0,20.8,0.2609,35.8,19.5,19.5,18.95,-0.029,1.7463,-0.0,1.0,18.0
2014-12,2015-02,Jowar,Aurangabad,Paithan,17.83,15.5,19.33,0.2148,4.4,19.33,19.33,18.58,-0.0404,0.5333,-0.0,1.0,0.01
2014-12,2015-02,Jowar,Sangli,Tasgaon,15.0,13.75,16.0,0.15,26.0,15.8,15.8,15.4,-0.026,1.6,-0.0,1.0,14.5
2014-12,2015-01,Jowar,Amaravathi,Varud-Rajura Bazar,12.71,12.71,12.99,0.022,1.2,15.68,15.68,14.195,-0.1046,1.4118,-0.0,1.0,14.17
2014-12,2015-03,Jowar,Yewatmal,Yeotmal,12.97,12.97,12.97,0.0,0.6,15.37,15.37,14.17,-0.0847,0.3529,-0.0,1.0,15.4
2014-12,2015-01,Onion,Pune,Indapur,7.0,1.25,12.06,1.5443,26.4,7.63,7.63,7.315,-0.0431,0.2351,-0.0,1.0,9.48
2014-12,2015-01,Rice,Gadchiroli,Chamorshi,18.53,18.11,19.29,0.0637,1284.6,17.55,17.55,18.04,0.0272,1.9731,-0.0,1.0,19.19
2014-12,2015-03,Rice,Gondiya,Gondiya,14.15,14.03,14.59,0.0396,553.8,14.42,14.42,14.285,-0.0095,1.1838,-0.0,1.0,13.98
2014-12,2015-01,Rice,Pune,Indapur-Bhigwan,14.06,13.96,14.19,0.0164,5.7,14.54,14.54,14.3,-0.0168,0.5327,-0.0,1.0,14.5
2014-12,2015-01,Rice,Nagpur,Mandhal,19.7,18.84,20.59,0.0888,172.5,18.64,18.64,19.17,0.0276,1.3839,-0.0,1.0,20.23
2014-12,2015-01,Rice,Wasim,Washim,13.02,12.73,13.41,0.0522,2.5,11.5,11.5,12.26,0.062,1.3514,-0.0,1.0,14.44
2014-12,2015-01,Soybean,Gadchiroli,Aheri,24.42,20.83,25.83,0.2048,22.6,25.67,25.67,25.045,-0.025,0.9004,-0.0,1.0,25.57
2014-12,2015-02,Soybean,Jalna,Ambad(Vadi Godri),30.88,29.15,32.0,0.0923,13.9,31.1,31.1,30.99,-0.0035,0.4006,-0.0,1.0,30.0
2014-12,2015-01,Soybean,Amaravathi,Chandur Rly.,31.79,30.56,32.99,0.0764,739.0,32.0,32.0,31.895,-0.0033,1.3341,-0.0,1.0,32.07
2014-12,2015-05,Soybean,Chandrapur,Chimur,30.55,30.1,31.0,0.0295,4.7,31.6,31.6,31.075,-0.0169,0.8785,-0.0,1.0,33.2
2014-12,2015-01,Soybean,Chandrapur,Gondpimpri,28.3,27.7,29.63,0.0682,537.4,29.66,29.66,28.98,-0.0235,1.4321,-0.0,1.0,29.65
2014-12,2015-01,Soybean,Nagpur,Hingna,30.68,28.95,32.4,0.1125,23.7,31.08,31.08,30.88,-0.0065,1.2776,-0.0,1.0,31.5
2014-12,2015-03,Soybean,Pune,Indapur-Bhigwan,30.01,28.5,30.01,0.0503,0.3,29.78,29.78,29.895,0.0038,0.24,-0.0,1.0,30.0
2014-12,2015-01,Soybean,Jalna,Jafrabad,31.38,30.08,32.08,0.0637,90.6,31.28,31.28,31.33,0.0016,0.6201,-0.0,1.0,31.9
2014-12,2015-05,Soybean,Nanded,Loha,32.61,32.25,32.91,0.0202,16.0,33.31,33.31,32.96,-0.0106,0.9275,-0.0,1.0,40.25
2014-12,2015-10,Soybean,Nanded,Mahur,28.37,27.37,29.37,0.0705,351.5,27.47,27.47,27.92,0.0161,1.3637,-0.0,1.0,34.56
2014-12,2015-01,Soybean,Buldhana,Mehkar,32.75,29.79,33.71,0.1197,2822.2,32.71,32.71,32.73,0.0006,0.6948,-0.0,1.0,33.33
2014-12,2015-01,Soybean,Nanded,Naigaon,32.38,32.0,32.75,0.0232,8.8,33.54,33.54,32.96,-0.0176,0.4065,-0.0,1.0,32.46
2014-12,2015-10,Soybean,Aurangabad,Paithan,30.44,29.07,31.49,0.0795,8.2,32.75,32.75,31.595,-0.0366,0.4672,-0.0,1.0,36.12
2014-12,2015-01,Soybean,Jalna,Partur,32.13,31.26,32.53,0.0395,8.5,32.73,32.73,32.43,-0.0093,0.0505,-0.0,1.0,33.28
2014-12,2015-01,Soybean,Wardha,Samudrapur,30.68,28.54,32.82,0.1395,68.0,30.86,30.86,30.77,-0.0029,0.8149,-0.0,1.0,31.8
2014-12,2015-01,Soybean,Chandrapur,Varora,30.63,29.0,32.25,0.1061,26.0,31.89,31.89,31.26,-0.0202,0.1499,-0.0,1.0,31.15
2014-12,2015-01,Soybean,Yewatmal,Zarijamini,28.24,26.92,30.78,0.1367,2.3,29.68,29.68,28.96,-0.0249,0.087,-0.0,1.0,29.38
2014-12,2015-01,Bajra,Solapur,Pandharpur,13.13,13.13,13.13,0.0,0.6,13.13,13.13,13.13,0.0,1.0,-0.0,1.0,12.81
2014-12,2015-01,Cotton,Amaravathi,Anajngaon Surji,40.5,40.5,40.5,0.0,40.5,40.5,40.5,40.5,0.0,1.0,-0.0,1.0,39.5
2014-12,2015-01,Cotton,Aurangabad,Fulambri,10.1,10.1,40.42,3.002,105.5,10.1,10.1,10.1,0.0,1.0,-0.0,1.0,34.03
2014-12,2015-01,Cotton,Yewatmal,Ghatanji,39.83,39.27,40.38,0.0279,9307.7,39.83,39.83,39.83,0.0,1.0,-0.0,1.0,39.95
2014-12,2015-01,Cotton,Buldhana,Jalgaon Jamod,40.0,39.5,40.5,0.025,116.9,40.0,40.0,40.0,0.0,1.0,-0.0,1.0,40.0
2014-12,2015-01,Cotton,Hingoli,Jawala-Bajar,40.06,39.63,40.45,0.0205,810.0,40.06,40.06,40.06,0.0,1.0,-0.0,1.0,38.75
2014-12,2015-11,Cotton,Nandurbar,Navapur,38.0,38.0,38.0,0.0,6.6,38.0,38.0,38.0,0.0,1.0,-0.0,1.0,39.08
2014-12,2015-01,Cotton,Ahmadnagar,Newasa,40.7,40.5,40.9,0.0098,104.2,40.7,40.7,40.7,0.0,1.0,-0.0,1.0,40.75
2014-12,2015-01,Cotton,Beed,Parli-Vaijnath,39.63,38.6,40.46,0.0469,3819.6,39.63,39.63,39.63,0.0,1.0,-0.0,1.0,39.05
2014-12,2015-12,Cotton,Nagpur,Parshiwani,39.1,38.31,39.5,0.0304,42.5,39.1,39.1,39.1,0.0,1.0,-0.0,1.0,42.67
2014-12,2015-01,Cotton,Parbhani,Purna,40.17,39.0,40.5,0.0373,683.1,40.17,40.17,40.17,0.0,1.0,-0.0,1.0,39.17
2014-12,2015-01,Cotton,Nagpur,Savner,39.33,39.06,39.6,0.0137,596.0,39.33,39.33,39.33,0.0,1.0,-0.0,1.0,38.5
2014-12,2015-01,Cotton,Nandurbar,Shahada,40.5,40.5,40.5,0.0,1344.2,40.5,40.5,40.5,0.0,1.0,-0.0,1.0,40.59
2014-12,2015-01,Cotton,Nasik,Yeola,39.5,38.5,40.5,0.0506,105.9,39.5,39.5,39.5,0.0,1.0,-0.0,1.0,39.5
2014-12,2015-10,Jowar,Amaravathi,Chandur Rly.,15.5,15.5,15.5,0.0,1.7,15.5,15.5,15.5,0.0,1.0,-0.0,1.0,16.0
2014-12,2015-09,Jowar,Nasik,Nandgaon,17.99,15.0,18.0,0.1668,0.3,17.99,17.99,17.99,0.0,1.0,-0.0,1.0,14.71
2014-12,2015-11,Jowar,Nandurbar,Navapur,14.5,14.0,15.0,0.069,2.0,14.5,14.5,14.5,0.0,1.0,-0.0,1.0,12.01
2014-12,2015-03,Jowar,Parbhani,Parbhani,17.0,17.0,17.0,0.0,1.0,17.0,17.0,17.0,0.0,1.0,-0.0,1.0,16.44
2014-12,2015-01,Jowar,Amaravathi,Varud,15.3,15.3,15.3,0.0,522.9,15.3,15.3,15.3,0.0,1.0,-0.0,1.0,15.3
2014-12,2015-01,Onion,Amaravathi,Amarawati,16.0,13.88,17.79,0.2444,7.2,16.0,16.0,16.0,0.0,1.0,-0.0,1.0,12.63
2014-12,2015-01,Onion,Pune,Junnar-Otur,20.63,16.63,26.44,0.4755,1601.0,20.63,20.63,20.63,0.0,1.0,-0.0,1.0,15.5
2014-12,2015-01,Onion,Osmanabad,Osmanabad,10.98,6.76,15.21,0.7696,23.7,10.98,10.98,10.98,0.0,1.0,-0.0,1.0,10.01
2014-12,2015-10,Rice,Gondiya,Goregaon,15.64,14.53,16.28,0.1119,67.8,15.64,15.64,15.64,0.0,1.0,-0.0,1.0,13.8
