date,crop,district,apmc,modal_price_kg,min_price_kg,max_price_kg,arrival_mt,year,month_name
2014-11,Jowar,Jalna,Jafrabad,10.0,8.5,11.0,4.8,2014,November
2014-11,Jowar,Jalgaon,Jalgaon,14.46,13.68,15.19,579.4,2014,November
2014-11,Jowar,Buldhana,Jalgaon Jamod,11.75,11.75,11.75,0.6,2014,November
2014-11,Jowar,Buldhana,Jalgaon Jamod-Aasalgaon,11.86,11.0,12.71,17.5,2014,November
2014-11,Jowar,Jalna,Jalna,20.64,11.87,31.79,925.5,2014,November
2014-11,Jowar,Jalna,Jalna-Badnapur,21.0,12.5,30.51,37.0,2014,November
2014-11,Jowar,Ahmadnagar,Jamkhed,25.14,18.21,32.39,767.8,2014,November
2014-11,Jowar,Parbhani,Jintur,14.43,13.43,17.36,11.1,2014,November
2014-11,Jowar,Parbhani,Jintur-Bori,13.62,13.5,13.62,1.0,2014,November
2014-11,Jowar,Beed,Kada,25.45,15.33,31.89,205.9,2014,November
2014-11,Jowar,Osmanabad,Kalamb (Os),17.42,14.23,21.48,224.2,2014,November
2014-11,Jowar,Aurangabad,Kannad,14.11,13.95,14.22,1.9,2014,November
2014-11,Jowar,Wasim,Karanja,15.06,14.71,15.95,37.9,2014,November
2014-11,Jowar,Solapur,Karmala,27.33,16.04,32.84,298.5,2014,November
2014-11,Jowar,Nagpur,Katol,12.52,12.39,12.59,21.4,2014,November
2014-11,Jowar,Buldhana,Khamgaon,12.51,10.54,14.48,783.7,2014,November
2014-11,Jowar,Beed,Kille Dharur,20.98,18.28,24.02,156.1,2014,November
2014-11,Jowar,Kolhapur,Kolhapur-Laxmipuri,23.0,17.0,33.5,55.0,2014,November
2014-11,Jowar,Ahmadnagar,Kopargaon,14.76,12.6,17.75,3.9,2014,November
2014-11,Jowar,Satara,Koregaon,20.0,18.67,21.33,1.9,2014,November
2014-11,Jowar,Solapur,Kurdwadi,19.73,11.83,27.64,55.8,2014,November
2014-11,Jowar,Nasik,Lasalgaon,25.97,22.14,25.97,0.6,2014,November
2014-11,Jowar,Aurangabad,Lasur Station,16.19,12.75,19.25,27.9,2014,November
2014-11,Jowar,Latur,Latur,11.24,11.0,11.54,61.4,2014,November
2014-11,Jowar,Nanded,Loha,16.27,12.94,17.32,43.5,2014,November
2014-11,Jowar,Satara,Lonand,19.67,15.58,24.07,15.9,2014,November
2014-11,Jowar,Buldhana,Lonar,11.88,11.25,12.5,43.5,2014,November
2014-11,Jowar,Beed,Majalgaon,16.2,11.04,21.59,28.2,2014,November
2014-11,Jowar,Nasik,Malegaon,21.86,17.98,23.21,23.2,2014,November
2014-11,Jowar,Wasim,Malegaon (Washim),16.0,15.0,17.0,10.5,2014,November
2014-11,Jowar,Buldhana,Malkapur,13.65,11.9,14.98,1060.3,2014,November
2014-11,Jowar,Solapur,Mangalwedha,22.66,16.44,25.75,131.6,2014,November
2014-11,Jowar,Wasim,Mangrulpeer,14.82,14.16,15.04,7.5,2014,November
2014-11,Jowar,Jalna,Mantha,16.56,14.0,21.56,3.9,2014,November
2014-11,Jowar,Buldhana,Mehkar,13.26,11.05,14.29,24.7,2014,November
2014-11,Jowar,Solapur,Mohol,21.05,16.09,24.09,16.9,2014,November
2014-11,Jowar,Amaravathi,Morshi,14.2,13.64,14.75,127.3,2014,November
2014-11,Jowar,Mumbai,Mumbai,22.5,15.5,30.0,75.6,2014,November
2014-11,Jowar,Osmanabad,Murum,21.37,21.37,21.37,0.5,2014,November
2014-11,Jowar,Nagpur,Nagpur,19.5,16.0,23.0,5.2,2014,November
2014-11,Jowar,Nanded,Naigaon,12.0,12.0,12.0,0.8,2014,November
2014-11,Jowar,Nanded,Nanded,16.25,16.25,16.25,1.4,2014,November
2014-11,Jowar,Buldhana,Nandura,13.08,11.51,14.2,699.6,2014,November
2014-11,Jowar,Nandurbar,Nandurbar,15.14,12.35,17.47,3087.0,2014,November
2014-11,Jowar,Latur,Nilanga,10.93,10.0,11.34,7.6,2014,November
2014-11,Jowar,Osmanabad,Osmanabad,20.17,14.42,24.13,33.1,2014,November
2014-11,Jowar,Aurangabad,Paithan,19.33,16.16,21.38,12.1,2014,November
2014-11,Jowar,Solapur,Pandharpur,23.33,22.5,23.5,1.7,2014,November
2014-11,Jowar,Beed,Parli-Vaijnath,16.78,14.82,17.78,64.2,2014,November
2014-11,Jowar,Jalna,Partur,13.9,11.55,17.87,25.7,2014,November
2014-11,Jowar,Ahmadnagar,Pathardi,17.5,15.4,21.2,16.4,2014,November
2014-11,Jowar,Akola,Patur,15.0,14.5,16.1,5.9,2014,November
2014-11,Jowar,Satara,Phaltan,21.25,15.88,28.08,235.6,2014,November
2014-11,Jowar,Pune,Pune,28.86,26.69,30.67,910.7,2014,November
2014-11,Jowar,Parbhani,Purna,10.22,10.22,10.22,0.2,2014,November
2014-11,Jowar,Yewatmal,Pusad,15.16,13.32,16.7,80.1,2014,November
2014-11,Jowar,Ahmadnagar,Rahata,14.42,14.1,14.62,7.1,2014,November
2014-11,Jowar,Ahmadnagar,Rahuri-Vambori,20.2,19.13,21.28,5.9,2014,November
2014-11,Jowar,Jalgaon,Raver,13.91,11.25,14.71,833.1,2014,November
2014-11,Jowar,Parbhani,Sailu,12.0,12.0,12.0,0.8,2014,November
2014-11,Jowar,Sangli,Sangali,22.14,16.2,28.08,967.0,2014,November
2014-11,Jowar,Ahmadnagar,Sangamner,19.94,19.69,20.19,3.6,2014,November
2014-11,Jowar,Buldhana,Sangrampur,10.83,9.92,11.77,15.8,2014,November
2014-11,Jowar,Nagpur,Savner,13.7,13.6,13.8,3.7,2014,November
2014-11,Jowar,Nandurbar,Shahada,15.46,13.48,16.25,365.6,2014,November
2014-11,Jowar,Buldhana,Shegaon,12.01,10.58,13.51,554.3,2014,November
2014-11,Jowar,Ahmadnagar,Shevgaon,18.44,15.82,19.9,93.8,2014,November
2014-11,Jowar,Ahmadnagar,Shevgaon-Bodhegaon,17.39,15.48,19.15,103.5,2014,November
2014-11,Jowar,Dhule,Shirpur,16.48,13.29,18.29,1080.3,2014,November
2014-11,Jowar,Pune,Shirur,16.65,15.89,17.15,12.9,2014,November
2014-11,Jowar,Ahmadnagar,Shrirampur,20.9,18.03,23.11,20.7,2014,November
2014-11,Jowar,Aurangabad,Sillod,14.25,14.0,14.5,0.2,2014,November
2014-11,Jowar,Aurangabad,Sillod-Bharadi,14.04,12.2,16.42,1.2,2014,November
2014-11,Jowar,Nasik,Sinner,18.32,16.59,20.55,5.3,2014,November
2014-11,Jowar,Solapur,Solapur,23.46,17.71,27.29,556.3,2014,November
2014-11,Jowar,Nandurbar,Taloda,17.55,16.45,18.89,352.7,2014,November
2014-11,Jowar,Sangli,Tasgaon,15.8,15.6,16.0,6.5,2014,November
2014-11,Jowar,Akola,Telhara,12.52,11.98,12.98,259.5,2014,November
2014-11,Jowar,Osmanabad,Tuljapur,14.25,14.25,14.25,3.6,2014,November
2014-11,Jowar,Latur,Udgir,10.77,9.9,11.64,28.9,2014,November
2014-11,Jowar,Nagpur,Umared,17.25,16.75,17.75,0.9,2014,November
2014-11,Jowar,Osmanabad,Umarga,16.78,15.81,17.49,50.7,2014,November
2014-11,Jowar,Satara,Vaduj,23.0,22.11,23.72,330.0,2014,November
2014-11,Jowar,Aurangabad,Vaijapur,13.0,11.63,13.57,4.6,2014,November
2014-11,Jowar,Amaravathi,Varud-Rajura Bazar,15.68,14.01,15.85,0.5,2014,November
2014-11,Jowar,Wasim,Washim,15.4,14.56,16.29,67.3,2014,November
2014-11,Jowar,Jalgaon,Yawal,14.18,13.29,14.86,720.4,2014,November
2014-11,Jowar,Yewatmal,Yeotmal,15.37,15.37,15.37,2.8,2014,November
2014-11,Onion,Ahmadnagar,Ahmednagar,11.8,1.45,21.89,20595.9,2014,November
2014-11,Onion,Solapur,Akluj,10.68,7.47,15.59,109.0,2014,November
2014-11,Onion,Ahmadnagar,Akole,10.52,1.75,19.31,156.4,2014,November
2014-11,Onion,Aurangabad,Aurangabad,9.41,3.95,14.86,744.8,2014,November
2014-11,Onion,Pune,Baramati,11.88,3.63,17.32,445.0,2014,November
2014-11,Onion,Solapur,Barshi,9.08,1.89,14.21,943.8,2014,November
2014-11,Onion,Thane,Bhivandi,20.33,15.0,25.0,7.4,2014,November
2014-11,Onion,Chandrapur,Chandrapur-Ganjwad,16.57,10.79,22.0,439.5,2014,November
2014-11,Onion,Nasik,Chandvad,14.0,5.65,15.81,2191.6,2014,November
2014-11,Onion,Nasik,Devala,14.49,8.09,16.22,4867.4,2014,November
2014-11,Onion,Dhule,Dhule,14.74,5.58,17.76,18752.7,2014,November
2014-11,Onion,Nasik,Dindori-Vani,14.49,11.55,16.78,1239.5,2014,November
2014-11,Onion,Pune,Indapur,7.63,1.62,12.29,198.2,2014,November
2014-11,Onion,Jalgaon,Jalgaon,12.13,8.02,15.95,1340.0,2014,November
2014-11,Onion,Ahmadnagar,Jamkhed,10.03,1.11,18.94,520.2,2014,November
2014-11,Onion,Pune,Junnar,18.17,12.0,22.35,2285.1,2014,November
2014-11,Onion,Beed,Kada,15.0,3.0,17.0,105.0,2014,November
2014-11,Onion,Nasik,Kalvan,15.04,4.57,18.97,4600.0,2014,November
2014-11,Onion,Nagpur,Kamthi,20.0,15.0,25.0,5.3,2014,November
2014-11,Onion,Satara,Karad,10.3,7.6,13.4,75.6,2014,November
2014-11,Onion,Kolhapur,Kolhapur,12.32,4.91,20.3,11053.8,2014,November
2014-11,Onion,Ahmadnagar,Kopargaon,10.84,2.61,15.82,596.4,2014,November
2014-11,Onion,Satara,Koregaon,12.63,5.75,19.5,25.3,2014,November
2014-11,Onion,Solapur,Kurdwadi,7.43,2.6,11.67,102.6,2014,November
2014-11,Onion,Nasik,Lasalgaon,14.22,8.09,16.18,6756.0,2014,November
2014-11,Onion,Aurangabad,Lasur Station,11.0,2.0,16.75,182.9,2014,November
2014-11,Onion,Satara,Lonand,13.63,7.75,16.59,1399.6,2014,November
2014-11,Onion,Nasik,Malegaon,13.47,7.15,15.45,5389.4,2014,November
2014-11,Onion,Buldhana,Malkapur,13.32,10.41,16.27,417.0,2014,November
2014-11,Onion,Pune,Manchar,13.23,5.33,21.12,756.5,2014,November
2014-11,Onion,Nasik,Manmad,14.39,7.33,16.33,4610.7,2014,November
2014-11,Onion,Mumbai,Mumbai,19.38,14.5,24.25,24115.0,2014,November
2014-11,Onion,Nagpur,Nagpur,13.66,9.11,18.2,12877.0,2014,November
2014-11,Onion,Nasik,Nandgaon,14.13,6.98,16.08,553.3,2014,November
2014-11,Onion,Nasik,Nashik,15.63,3.46,18.38,1431.5,2014,November
2014-11,Onion,Ahmadnagar,Newasa-Ghodegaon,16.77,3.35,19.62,24431.4,2014,November
2014-11,Onion,Solapur,Pandharpur,8.42,1.85,13.27,281.4,2014,November
2014-11,Onion,Ahmadnagar,Parner,12.07,5.0,19.14,2083.8,2014,November
2014-11,Onion,Ahmadnagar,Pathardi,10.55,1.41,18.55,485.7,2014,November
2014-11,Onion,Satara,Phaltan,13.0,4.75,19.1,878.6,2014,November
2014-11,Onion,Nasik,Pimpalgaon (B)-Saykheda,13.0,5.1,16.09,1442.3,2014,November
2014-11,Onion,Nasik,Pimpalgaon Basawant,15.43,9.76,18.2,9262.7,2014,November
2014-11,Onion,Pune,Pune,14.02,6.81,20.29,19987.0,2014,November
2014-11,Onion,Pune,Pune-Manjri,3.57,3.43,11.5,2.0,2014,November
2014-11,Onion,Pune,Pune-Pimpri,20.0,19.17,20.83,5.0,2014,November
2014-11,Onion,Ahmadnagar,Rahata,14.4,4.9,21.0,1882.3,2014,November
2014-11,Onion,Ahmadnagar,Rahuri,10.83,1.67,19.92,7109.1,2014,November
2014-11,Onion,Ahmadnagar,Rahuri-Vambori,10.73,1.55,19.91,4478.3,2014,November
2014-11,Onion,Ahmadnagar,Sangamner,13.33,5.0,21.57,5726.4,2014,November
2014-11,Onion,Nasik,Satana,13.88,8.88,19.69,1232.1,2014,November
2014-11,Onion,Satara,Satara,14.94,12.78,17.33,332.2,2014,November
2014-11,Onion,Dhule,Shirpur,14.02,5.05,16.76,157.9,2014,November
2014-11,Onion,Ahmadnagar,Shrirampur,14.14,2.82,17.82,2024.5,2014,November
2014-11,Onion,Nasik,Sinner,13.45,3.2,16.61,1366.6,2014,November
2014-11,Onion,Solapur,Solapur,8.2,1.01,19.85,85154.0,2014,November
2014-11,Onion,Aurangabad,Vaijapur,10.42,3.58,16.75,581.5,2014,November
2014-11,Onion,Nasik,Yeola,13.39,4.75,16.23,4650.1,2014,November
2014-11,Rice,Gondiya,Aamgaon,15.07,14.38,15.77,1015.3,2014,November
2014-11,Rice,Gadchiroli,Aheri,16.796,16.7217,16.8424,238.4,2014,November
2014-11,Rice,Latur,Ahmedpur,8.51,8.51,8.51,0.2,2014,November
2014-11,Rice,Ahmadnagar,Akole,16.25,14.5,18.0,20.4,2014,November
2014-11,Rice,Raigad,Alibag,16.0,15.0,17.0,90.0,2014,November
2014-11,Rice,Gondiya,Arjuni Morgaon,14.94,14.65,15.24,629.3,2014,November
2014-11,Rice,Gadchiroli,Armori,17.24,16.75,17.74,463.0,2014,November
2014-11,Rice,Gadchiroli,Armori-Desaiganj,16.29,14.85,17.45,4744.8,2014,November
2014-11,Rice,Solapur,Barshi,14.3879,13.49,15.7976,8.7,2014,November
2014-11,Rice,Solapur,Barshi-Vairag,8.0,8.0,8.0,0.3,2014,November
2014-11,Rice,Bhandara,Bhandara,31.48,30.18,32.51,11.5,2014,November
2014-11,Rice,Thane,Bhivandi,18.18,14.06,22.65,127.8,2014,November
2014-11,Rice,Nagpur,Bhiwapur,23.95,22.25,25.67,85.1,2014,November
2014-11,Rice,Chandrapur,Brahmpuri,17.44,17.02,17.86,247.6,2014,November
2014-11,Rice,Gadchiroli,Chamorshi,17.55,17.0,18.5,17.5,2014,November
2014-11,Rice,Chandrapur,Chimur,20.81,19.76,21.16,301.2,2014,November
2014-11,Rice,Gadchiroli,Gadchiroli,18.51,17.81,19.31,553.5,2014,November
2014-11,Rice,Nasik,Ghoti,21.83,21.0,22.66,18.0,2014,November
2014-11,Rice,Gondiya,Gondiya,14.42,13.15,14.82,381.8,2014,November
2014-11,Rice,Chandrapur,Gondpimpri,20.66,20.16,20.95,90.6,2014,November
2014-11,Rice,Pune,Indapur-Bhigwan,14.54,14.29,14.63,15.7,2014,November
2014-11,Rice,Raigad,Karjat (Raigad),23.77,17.3133,32.4744,363.4,2014,November
2014-11,Rice,Kolhapur,Kolhapur-Laxmipuri,33.0,21.0,56.5,87.0,2014,November
2014-11,Rice,Bhandara,Lakhandur,17.65,16.75,17.81,140.2,2014,November
2014-11,Rice,Bhandara,Lakhani,19.52,18.37,21.0,9.6,2014,November
2014-11,Rice,Nagpur,Mandhal,18.64,17.7,19.5,76.8,2014,November
2014-11,Rice,Raigad,Mangaon(Bhadav),26.8257,17.9029,34.0589,10.5,2014,November
2014-11,Rice,Chandrapur,Mul,22.35,20.36,24.33,1701.6,2014,November
2014-11,Rice,Mumbai,Mumbai,73.71,60.06,93.52,46653.9,2014,November
2014-11,Rice,Thane,Murbad,16.14,16.14,18.86,50.9,2014,November
2014-11,Rice,Chandrapur,Nagbhid,21.58,20.44,22.71,1929.7,2014,November
2014-11,Rice,Nagpur,Nagpur,31.2075,29.3887,33.0292,668.2,2014,November
2014-11,Rice,Nandurbar,Nandurbar,23.75,23.75,23.75,1.5,2014,November
2014-11,Rice,Bhandara,Pavani,19.06,18.51,19.44,119.2,2014,November
2014-11,Rice,Raigad,Pen,22.3332,20.5846,29.5893,16.8,2014,November
2014-11,Rice,Pune,Pune,59.09,52.8,65.4,2797.9,2014,November
2014-11,Rice,Nagpur,Ramtek,16.29,15.86,16.92,458.2,2014,November
2014-11,Rice,Raigad,Roha,13.5,13.0,14.0,3.2,2014,November
2014-11,Rice,Thane,Shahapur,14.98,14.28,15.37,9.0,2014,November
2014-11,Rice,Sangli,Shirala,14.0,13.6,14.6,51.7,2014,November
2014-11,Rice,Nasik,Sinner,14.56,14.56,14.58,0.2,2014,November
2014-11,Rice,Solapur,Solapur,38.4,21.14,57.19,3575.9,2014,November
2014-11,Rice,Gondiya,Tiroda,15.89,15.23,16.53,6442.5,2014,November
2014-11,Rice,Osmanabad,Tuljapur,10.07,10.01,10.13,2.7,2014,November
2014-11,Rice,Bhandara,Tumsar,19.1634,18.6305,19.6963,8191.9,2014,November
2014-11,Rice,Nagpur,Umared,30.13,20.0,40.25,262.8,2014,November
2014-11,Rice,Wasim,Washim,11.5,11.0,12.0,1.2,2014,November
2014-11,Soybean,Yewatmal,Aarni,31.26,29.0,33.12,595.0,2014,November
2014-11,Soybean,Amaravathi,Achalpur,31.95,31.13,32.71,400.0,2014,November
2014-11,Soybean,Gadchiroli,Aheri,25.67,16.67,30.0,27.6,2014,November
2014-11,Soybean,Ahmadnagar,Ahmednagar,30.36,28.56,32.17,101.3,2014,November
2014-11,Soybean,Latur,Ahmedpur,32.83,32.14,33.48,950.3,2014,November
2014-11,Soybean,Hingoli,Akhadabalapur,31.6,30.65,32.55,193.2,2014,November
2014-11,Soybean,Solapur,Akluj,32.05,32.05,32.05,1.3,2014,November
2014-11,Soybean,Akola,Akola,31.65,30.58,32.71,13184.0,2014,November
2014-11,Soybean,Ahmadnagar,Akole,30.0,28.25,31.25,116.7,2014,November
2014-11,Soybean,Amaravathi,Amarawati,31.9,31.0,32.41,0.3,2014,November
2014-11,Soybean,Jalna,Ambad(Vadi Godri),31.1,29.78,32.7,55.5,2014,November
2014-11,Soybean,Beed,Ambejogai,32.89,30.76,33.54,4393.2,2014,November
2014-11,Soybean,Amaravathi,Anajngaon Surji,31.41,28.17,32.57,8250.0,2014,November
2014-11,Soybean,Wardha,Arvi,31.23,28.61,34.45,1285.0,2014,November
2014-11,Soybean,Wardha,Ashti-Karanja,31.0,28.5,32.5,35.0,2014,November
2014-11,Soybean,Aurangabad,Aurangabad,31.83,31.64,32.01,10.0,2014,November
2014-11,Soybean,Latur,Ausa,33.62,31.16,34.07,3114.3,2014,November
2014-11,Soybean,Yewatmal,Babhulgaon,31.17,28.57,33.6,2075.0,2014,November
2014-11,Soybean,Pune,Baramati,31.43,28.75,33.16,163.9,2014,November
2014-11,Soybean,Solapur,Barshi,32.36,31.05,33.38,458.7,2014,November
2014-11,Soybean,Solapur,Barshi-Vairag,31.76,26.5,32.63,7.9,2014,November
2014-11,Soybean,Hingoli,Basmat,33.04,32.53,33.45,248.7,2014,November
2014-11,Soybean,Beed,Beed,32.55,30.19,33.37,1136.0,2014,November
2014-11,Soybean,Bhandara,Bhandara,31.97,28.71,33.29,39.2,2014,November
2014-11,Soybean,Nagpur,Bhiwapur,32.06,30.8,33.32,160.1,2014,November
2014-11,Soybean,Nanded,Bhokar,31.9,30.54,33.63,803.0,2014,November
2014-11,Soybean,Jalna,Bhokardan,32.01,31.62,32.38,445.4,2014,November
2014-11,Soybean,Jalna,Bhokardan-Pimpalgaon Renu,32.45,31.81,32.63,51.3,2014,November
2014-11,Soybean,Yewatmal,Bori Arab,31.38,26.1,32.35,14.6,2014,November
2014-11,Soybean,Buldhana,Buldhana,31.7,28.5,32.0,35.0,2014,November
2014-11,Soybean,Chandrapur,Chandrapur,31.83,28.39,32.99,1790.4,2014,November
2014-11,Soybean,Amaravathi,Chandur Bajar,32.17,28.94,34.11,1606.9,2014,November
2014-11,Soybean,Amaravathi,Chandur Rly.,32.0,30.86,32.59,368.9,2014,November
2014-11,Soybean,Buldhana,Chikhali,31.56,30.0,33.12,464.2,2014,November
2014-11,Soybean,Chandrapur,Chimur,31.6,30.3,32.4,6.0,2014,November
2014-11,Soybean,Jalgaon,Chopda,33.0,31.28,33.44,151.9,2014,November
2014-11,Soybean,Yewatmal,Darwha,31.24,30.48,32.57,74.7,2014,November
2014-11,Soybean,Amaravathi,Daryapur,31.62,20.27,32.66,307.3,2014,November
2014-11,Soybean,Nanded,Deglur,33.78,33.78,33.78,1.4,2014,November
2014-11,Soybean,Amaravathi,Dhamangaon-Rly,31.17,28.84,34.01,4367.0,2014,November
2014-11,Soybean,Dhule,Dhule,32.54,31.7,32.81,19.7,2014,November
2014-11,Soybean,Yewatmal,Digras,31.78,30.42,32.87,709.4,2014,November
2014-11,Soybean,Parbhani,Gangakhed,30.58,29.58,31.19,1245.2,2014,November
2014-11,Soybean,Aurangabad,Gangapur,33.08,31.8,33.26,1.5,2014,November
2014-11,Soybean,Beed,Gevrai,32.19,30.82,33.18,177.2,2014,November
2014-11,Soybean,Jalna,Ghansawangi,32.38,31.0,32.88,176.6,2014,November
2014-11,Soybean,Chandrapur,Gondpimpri,29.66,28.82,30.54,213.1,2014,November
2014-11,Soybean,Nanded,Hadgaon,31.33,31.33,33.02,890.4,2014,November
2014-11,Soybean,Wardha,Hinganghat,30.21,26.65,33.77,7624.0,2014,November
2014-11,Soybean,Nagpur,Hingna,31.08,29.53,32.63,13.4,2014,November
2014-11,Soybean,Pune,Indapur-Bhigwan,29.78,29.38,30.85,2.2,2014,November
2014-11,Soybean,Jalna,Jafrabad,31.28,30.24,32.21,201.6,2014,November
2014-11,Soybean,Jalgaon,Jalgaon,32.88,32.88,32.88,19.7,2014,November
2014-11,Soybean,Buldhana,Jalgaon Jamod,30.88,30.06,31.81,28.4,2014,November
2014-11,Soybean,Buldhana,Jalgaon Jamod-Aasalgaon,31.59,30.75,32.44,514.1,2014,November
2014-11,Soybean,Latur,Jalkot,33.41,32.0,34.38,57.9,2014,November
2014-11,Soybean,Jalna,Jalna,32.35,29.42,33.0,7719.0,2014,November
2014-11,Soybean,Jalna,Jalna-Badnapur,33.3,31.5,33.5,449.1,2014,November
2014-11,Soybean,Ahmadnagar,Jamkhed,31.35,29.95,32.75,252.5,2014,November
2014-11,Soybean,Parbhani,Jintur,31.69,29.28,33.09,1024.1,2014,November
2014-11,Soybean,Parbhani,Jintur-Bori,32.04,30.02,33.23,245.2,2014,November
2014-11,Soybean,Beed,Kada,32.68,30.35,33.15,37.5,2014,November
2014-11,Soybean,Osmanabad,Kalamb (Os),33.23,31.92,33.53,2999.6,2014,November
2014-11,Soybean,Yewatmal,Kalamb (Yawatmal),31.46,30.22,33.07,470.6,2014,November
2014-11,Soybean,Hingoli,Kalamnuri,30.14,30.07,30.29,457.2,2014,November
2014-11,Soybean,Nagpur,Kalmeshwar,32.56,29.02,33.62,352.5,2014,November
2014-11,Soybean,Nasik,Kalvan,33.14,32.05,33.76,80.9,2014,November
2014-11,Soybean,Wasim,Karanja,31.91,29.6,33.29,11300.0,2014,November
2014-11,Soybean,Nagpur,Katol,30.96,27.96,32.86,886.9,2014,November
2014-11,Soybean,Buldhana,Khamgaon,30.97,29.0,32.95,20208.1,2014,November
2014-11,Soybean,Beed,Kille Dharur,29.48,27.06,30.49,525.4,2014,November
2014-11,Soybean,Nanded,Kinwat,31.38,30.38,32.38,77.0,2014,November
2014-11,Soybean,Ahmadnagar,Kopargaon,32.16,30.16,32.89,256.3,2014,November
2014-11,Soybean,Chandrapur,Korpana,31.11,28.53,32.2,532.6,2014,November
2014-11,Soybean,Solapur,Kurdwadi,32.25,32.25,32.25,0.3,2014,November
2014-11,Soybean,Nasik,Lasalgaon,33.62,19.0,34.08,841.8,2014,November
2014-11,Soybean,Aurangabad,Lasur Station,33.25,30.56,33.62,68.0,2014,November
2014-11,Soybean,Latur,Latur,33.12,30.62,33.12,14199.2,2014,November
2014-11,Soybean,Nanded,Loha,33.31,32.5,33.5,18.5,2014,November
2014-11,Soybean,Buldhana,Lonar,32.41,31.51,33.18,15472.5,2014,November
2014-11,Soybean,Nanded,Mahur,27.47,27.47,30.11,164.0,2014,November
2014-11,Soybean,Beed,Majalgaon,31.73,29.05,33.53,1436.0,2014,November
2014-11,Soybean,Nasik,Malegaon,32.5,32.26,33.25,3.4,2014,November
2014-11,Soybean,Wasim,Malegaon (Washim),32.03,30.51,32.99,4737.0,2014,November
2014-11,Soybean,Buldhana,Malkapur,31.73,28.86,33.15,1007.5,2014,November
2014-11,Soybean,Nagpur,Mandhal,30.18,28.12,33.24,397.5,2014,November
2014-11,Soybean,Wasim,Mangrulpeer,31.85,26.82,33.39,4485.0,2014,November
2014-11,Soybean,Wasim,Manora,31.87,29.33,34.38,1494.9,2014,November
2014-11,Soybean,Jalna,Mantha,32.21,30.14,32.84,91.2,2014,November
2014-11,Soybean,Buldhana,Mehkar,32.71,29.63,33.94,5301.3,2014,November
2014-11,Soybean,Amaravathi,Morshi,31.66,30.99,32.32,1587.1,2014,November
2014-11,Soybean,Akola,Murtizapur,30.67,28.2,32.69,4640.0,2014,November
2014-11,Soybean,Osmanabad,Murum,33.07,32.88,33.25,12.5,2014,November
2014-11,Soybean,Nagpur,Nagpur,31.24,28.17,34.33,1277.9,2014,November
2014-11,Soybean,Nanded,Naigaon,33.54,33.13,33.96,34.5,2014,November
2014-11,Soybean,Nanded,Nanded,32.87,32.46,33.1,754.2,2014,November
2014-11,Soybean,Buldhana,Nandura,31.82,29.5,33.21,2444.8,2014,November
2014-11,Soybean,Nandurbar,Nandurbar,31.45,29.52,33.01,258.5,2014,November
2014-11,Soybean,Yewatmal,Ner Parasopant,31.75,30.67,32.82,2841.3,2014,November
2014-11,Soybean,Latur,Nilanga,34.19,32.63,34.52,378.0,2014,November
2014-11,Soybean,Osmanabad,Osmanabad,31.77,29.98,33.5,109.3,2014,November
2014-11,Soybean,Aurangabad,Paithan,32.75,32.75,53.02,26.9,2014,November
2014-11,Soybean,Yewatmal,Pandharkawada,30.88,27.37,32.09,674.6,2014,November
2014-11,Soybean,Parbhani,Parbhani,32.53,31.93,32.97,2292.1,2014,November
2014-11,Soybean,Beed,Parli-Vaijnath,33.39,31.84,33.59,1932.9,2014,November
2014-11,Soybean,Jalna,Partur,32.73,31.81,33.36,328.2,2014,November
2014-11,Soybean,Parbhani,Pathari,31.92,29.73,32.61,174.9,2014,November
2014-11,Soybean,Akola,Patur,30.99,27.12,30.99,506.0,2014,November
2014-11,Soybean,Wardha,Pulgaon,32.18,29.37,33.01,229.1,2014,November
2014-11,Soybean,Parbhani,Purna,33.29,31.65,33.72,180.0,2014,November
2014-11,Soybean,Yewatmal,Pusad,32.96,29.44,33.74,641.9,2014,November
2014-11,Soybean,Ahmadnagar,Rahata,31.45,30.48,32.44,55.8,2014,November
2014-11,Soybean,Ahmadnagar,Rahuri-Vambori,32.41,31.99,32.83,19.3,2014,November
2014-11,Soybean,Chandrapur,Rajura,31.18,29.32,32.35,1445.3,2014,November
2014-11,Soybean,Nagpur,Ramtek,29.21,27.53,30.87,10.5,2014,November
2014-11,Soybean,Parbhani,Sailu,32.87,31.48,33.35,307.1,2014,November
2014-11,Soybean,Wardha,Samudrapur,30.86,28.55,33.17,98.9,2014,November
2014-11,Soybean,Sangli,Sangali,31.69,29.1,34.28,500.2,2014,November
2014-11,Soybean,Ahmadnagar,Sangamner,31.65,30.83,32.46,6.3,2014,November
2014-11,Soybean,Buldhana,Sangrampur,29.6,26.0,32.62,144.4,2014,November
2014-11,Soybean,Nasik,Satana,78.2,78.0,78.25,0.3,2014,November
2014-11,Soybean,Nagpur,Savner,32.08,31.09,33.03,419.8,2014,November
2014-11,Soybean,Nandurbar,Shahada,32.31,25.64,33.77,185.3,2014,November
2014-11,Soybean,Buldhana,Shegaon,31.19,29.37,33.02,1481.2,2014,November
2014-11,Soybean,Ahmadnagar,Shevgaon,30.5,30.5,30.63,3.7,2014,November
2014-11,Soybean,Sangli,Shirala,29.33,26.2,32.33,108.3,2014,November
2014-11,Soybean,Dhule,Shirpur,31.71,27.8,32.58,212.7,2014,November
2014-11,Soybean,Pune,Shirur,31.0,31.0,31.0,0.9,2014,November
